2022-03-01,USD,1.3566
2022-03-02,USD,1.3582
2022-03-03,USD,1.3563
2022-03-04,USD,1.3590
2022-03-07,USD,1.3634
2022-03-08,USD,1.3628
2022-03-09,USD,1.3653
2022-03-10,USD,1.3583
2022-03-11,USD,1.3594
2022-03-14,USD,1.3662
2022-03-15,USD,1.3666
2022-03-16,USD,1.3644
2022-03-17,USD,1.3577
2022-03-18,USD,1.3557
2022-03-21,USD,1.3560
2022-03-22,USD,1.3583
2022-03-23,USD,1.3568
2022-03-24,USD,1.3580
2022-03-25,USD,1.3565
2022-03-28,USD,1.3606
2022-03-29,USD,1.3609
2022-03-30,USD,1.3546
2022-03-31,USD,1.3534
2022-03-01,EUR,1.5184
2022-03-02,EUR,1.5100
2022-03-03,EUR,1.5054
2022-03-04,EUR,1.4983
2022-03-07,EUR,1.4823
2022-03-08,EUR,1.4810
2022-03-09,EUR,1.4892
2022-03-10,EUR,1.5021
2022-03-11,EUR,1.4959
2022-03-14,EUR,1.4897
2022-03-15,EUR,1.5001
2022-03-16,EUR,1.4964
2022-03-17,EUR,1.4980
2022-03-18,EUR,1.5027
2022-03-21,EUR,1.4978
2022-03-22,EUR,1.4944
2022-03-23,EUR,1.4960
2022-03-24,EUR,1.4917
2022-03-25,EUR,1.4958
2022-03-28,EUR,1.4906
2022-03-29,EUR,1.4958
2022-03-30,EUR,1.5057
2022-03-31,EUR,1.5108
